hash,score
1aqa3sB,0.000784431991633
J53duk2,0.000269027863396
i8AyjfL,invalid
vLLuH3F,0.0718530118465
9Txox9g,0.00748800858855
YkrnCED,0.00100222544279
XFGeS8c,0.0728682130575
UyT2OE7,0.0167857501656
olWC3Lr,0.00298723229207
4LJvOYL,0.00142801040784
wPf5VBZ,invalid
A1Ty2Tw,0.000600431638304
YGmuosV,0.0271022263914
VIKkhhJ,0.988221347332
CxEjgMg,0.000656146381516
FzOdwJe,0.00321802101098
Q9ywNFg,0.000505743024405
tNeQ9mc,0.00237492658198
Zpy8hZL,0.0299906823784
d4aYBda,0.948765277863
kCcWgAO,0.0623244009912
D32iMso,0.000975160917733
3nEca9M,0.00188373716082
ZtOOOx0,0.507673382759
lVtSY6O,2.63258971245e-06
JgWrpQt,0.0014902522089
w4vyeDk,0.0579192861915
EjPhWoK,0.0317332707345
kRjucW7,0.416869670153
ugliceA,0.00575687503442
LpLAbxY,0.00387491937727
UMgNHbv,0.000152175882249
DcaL9Wv,0.00195411336608
MgVMPmh,0.000473926629638
Wj0xU4w,0.0147561393678
5DHtuSJ,0.0553611777723
ezB005W,0.0165874436498
Q3txrEJ,0.200473681092
KZMwUuu,0.0183146800846
c943oNp,0.999798357487
Zd6JzDq,0.00156421388965
sHi0P9h,0.0262784343213
ypVob5C,0.337092041969
kJKztYJ,0.0581995137036
sl1E883,0.00191596301738
lzY1itn,0.968357741833
yDrGrHx,0.00244387495331
SlrIlkx,0.870031893253
Lp2C2Lp,0.000161990043125
5OppfSo,6.88876025379e-06
KBazsDA,0.0315361320972
aCyiGfk,0.00237727863714
H5kNuZJ,2.59304360952e-05
2R5AUi7,8.72819873621e-05
eIJHDm0,0.000722295837477
cFHTDOB,0.871399998665
joa2zC4,0.521327614784
qtnhDSo,0.00144119409379
BGTFXJd,0.00615036580712
IzS6y6m,0.00236719893292
4PCRKu5,0.069160617888
KNuqZTk,0.0062234387733
7iEidGX,0.0209895465523
oPT7ODW,0.0181167665869
mVtQaL3,0.871157646179
45GqAZW,0.000581919681281
eJeuBzP,0.000371878937585
b0Fmxr5,0.00386361870915
z1j4qe3,0.000193530664546
h1xEhGe,0.181044459343
YuYx3DJ,0.0021505265031
onXlIt2,0.832887589931
4hQGBJL,0.018234975636
SzJ2M3c,0.98341691494
bdqbSZO,0.0121307298541
hegbj07,0.833976626396
fflgfRM,0.267828881741
tufL4QQ,0.00466977665201
I6O1fZW,2.34118961089e-05
QRLqalJ,0.00599448522553
I3Efg2q,0.0072051580064
LZupAfb,6.3548424805e-05
5agf2aH,0.00229047820903
b09JaSg,0.189501255751
Aqnucjo,0.00327661656775
QWXkIlG,0.233707979321
YmuXRdE,0.0851076990366
Nz98THx,0.000117324088933
OQpEiOS,0.00189847173169
h2vjLfd,0.739019572735
ZnPWmI9,0.0170703083277
HnX885u,0.0250299666077
Vb7Rn6O,0.000291692733299
RfadO0T,0.00145041733049
ywsWX3F,0.00186044548173
NL4rfkw,0.0408723093569
JInWFBk,0.0142596513033
krzKfhc,0.049305729568
tH9gsab,0.00417319033295
4JLkCkK,0.155917242169
wXsDNhK,invalid
